run_id,k,window,lambda,w_window,p_miss,vip_stat,bad,rho_eff
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,14,3.600000,2,0.000000,0.043256,0,0.142836
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,16,3.800000,2,0.000000,0.042097,0,0.150771
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,17,4.000000,2,0.000000,0.044518,0,0.158707
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,18,4.000000,2,0.000000,0.042810,0,0.158707
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,20,21.200000,8,0.500000,19.399771,1,53.841145
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,22,23.400000,8,0.500000,16.361979,1,59.428434
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,23,21.900000,8,0.500000,11.439267,1,55.618919
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,28,20.900000,8,0.500000,12.901341,1,53.079242
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,29,20.600000,8,0.500000,5.922842,1,52.317339
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,30,21.300000,8,0.500000,17.299372,1,54.095113
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,32,23.400000,8,0.500000,4.717449,1,59.428434
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,34,24.000000,8,0.500000,8.563940,1,60.952240
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,39,21.700000,8,0.500000,10.347596,1,55.110984
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,41,4.200000,2,0.000000,0.042684,0,0.166642
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,42,4.100000,2,0.000000,0.044131,0,0.162674
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,44,4.000000,2,0.000000,0.044585,0,0.158707
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,46,2.800000,2,0.000000,0.045892,0,0.111095
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,47,4.100000,2,0.000000,0.048363,0,0.162674
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,48,4.100000,2,0.000000,0.042515,0,0.162674
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,52,3.500000,2,0.000000,0.043644,0,0.138868
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,54,4.000000,2,0.000000,0.043059,0,0.158707
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,55,5.000000,2,0.000000,0.051146,0,0.198383
seed=101__K=4__ts=20260119-030513__git=unknown__cfg=cfe3c4,4,59,3.400000,2,0.000000,0.046933,0,0.134901
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,0,4.300000,2,0.000000,0.042451,0,0.170610
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,1,4.400000,2,0.000000,0.046878,0,0.174577
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,2,3.900000,2,0.000000,0.045695,0,0.154739
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,7,3.900000,2,0.000000,0.044230,0,0.154739
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,8,4.300000,2,0.000000,0.043730,0,0.170610
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,10,3.600000,2,0.000000,0.043616,0,0.142836
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,13,4.600000,2,0.000000,0.044152,0,0.182513
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,16,4.200000,2,0.000000,0.041600,0,0.166642
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,18,3.700000,2,0.000000,0.040272,0,0.146804
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,21,20.800000,8,0.500000,43.634469,1,52.825275
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,26,22.800000,8,0.500000,9.309556,1,57.904628
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,28,22.100000,8,0.500000,22.388017,1,56.126854
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,30,23.900000,8,0.500000,33.497972,1,60.698272
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,36,21.800000,8,0.500000,10.596061,1,55.364951
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,38,22.800000,8,0.500000,5.610679,1,57.904628
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,44,4.000000,2,0.000000,0.051120,0,0.158707
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,46,3.800000,2,0.000000,0.039871,0,0.150771
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,47,4.200000,2,0.000000,0.040324,0,0.166642
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,48,3.100000,2,0.000000,0.042845,0,0.122998
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,49,3.400000,2,0.000000,0.046088,0,0.134901
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,50,3.900000,2,0.000000,0.042022,0,0.154739
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,52,3.900000,2,0.000000,0.043413,0,0.154739
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,55,3.600000,2,0.000000,0.043951,0,0.142836
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,56,4.400000,2,0.000000,0.044015,0,0.174577
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,57,3.700000,2,0.000000,0.041632,0,0.146804
seed=102__K=4__ts=20260119-031521__git=unknown__cfg=dea1ce,4,58,3.700000,2,0.000000,0.053092,0,0.146804
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,1,3.400000,2,0.000000,0.042941,0,0.134901
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,4,3.400000,2,0.000000,0.040737,0,0.134901
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,6,2.700000,2,0.000000,0.043035,0,0.107127
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,7,4.700000,2,0.000000,0.045570,0,0.186480
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,10,3.500000,2,0.000000,0.043017,0,0.138868
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,11,4.600000,2,0.000000,0.043749,0,0.182513
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,13,4.200000,2,0.000000,0.049425,0,0.166642
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,18,3.500000,2,0.000000,0.042962,0,0.138868
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,19,3.900000,5,0.200000,0.044320,0,4.054739
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,20,24.500000,8,0.500000,33.680258,1,62.222078
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,22,24.400000,8,0.500000,11.400766,1,61.968111
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,23,24.000000,8,0.500000,22.267013,1,60.952240
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,27,22.200000,8,0.500000,25.885477,1,56.380822
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,29,24.700000,8,0.500000,54.704220,1,62.730014
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,30,21.100000,8,0.500000,52.346366,1,53.587178
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,32,22.400000,8,0.500000,32.149598,1,56.888757
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,37,25.300000,8,0.500000,14.797004,1,64.253820
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,38,21.300000,8,0.500000,12.751889,1,54.095113
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,39,23.400000,8,0.500000,11.093192,1,59.428434
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,41,6.100000,2,0.000000,0.053422,0,0.242028
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,43,5.600000,2,0.000000,0.046043,0,0.222189
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,45,3.000000,2,0.000000,0.040021,0,0.119030
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,46,4.900000,2,0.000000,0.042180,0,0.194416
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,47,4.400000,2,0.000000,0.043734,0,0.174577
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,50,5.300000,2,0.000000,0.049910,0,0.210286
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,51,4.100000,2,0.000000,0.046278,0,0.162674
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,53,5.700000,2,0.000000,0.042657,0,0.226157
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,56,4.600000,2,0.000000,0.046953,0,0.182513
seed=103__K=4__ts=20260119-032529__git=unknown__cfg=97d704,4,57,4.400000,2,0.000000,0.043987,0,0.174577
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,1,4.200000,2,0.000000,0.043393,0,0.166642
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,2,4.200000,2,0.000000,0.055134,0,0.166642
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,3,5.000000,2,0.000000,0.044653,0,0.198383
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,4,3.900000,2,0.000000,0.046540,0,0.154739
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,7,4.100000,2,0.000000,0.041695,0,0.162674
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,9,4.200000,2,0.000000,0.044343,0,0.166642
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,10,4.700000,2,0.000000,0.043262,0,0.186480
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,11,4.600000,2,0.000000,0.039898,0,0.182513
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,12,4.400000,2,0.000000,0.041014,0,0.174577
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,14,3.600000,2,0.000000,0.045756,0,0.142836
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,16,3.800000,2,0.000000,0.044066,0,0.150771
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,17,4.000000,2,0.000000,0.040914,0,0.158707
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,18,4.000000,2,0.000000,0.047293,0,0.158707
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,20,21.400000,8,0.375000,33.341402,1,40.974081
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,22,23.200000,8,0.375000,12.375313,1,44.420499
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,23,22.300000,8,0.375000,15.645836,1,42.697290
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,28,21.200000,8,0.375000,10.121172,1,40.591145
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,29,20.500000,8,0.375000,8.066005,1,39.250872
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,30,21.200000,8,0.375000,20.331852,1,40.591145
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,32,23.500000,8,0.375000,4.885116,1,44.994902
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,34,24.100000,8,0.375000,19.210281,1,46.143708
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,39,21.600000,8,0.375000,10.867226,1,41.357016
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,40,4.300000,2,0.000000,0.973254,1,0.170610
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,41,4.100000,2,0.000000,0.044978,0,0.162674
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,42,4.100000,2,0.000000,0.043009,0,0.162674
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,44,4.200000,2,0.000000,0.043169,0,0.166642
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,46,3.000000,2,0.000000,0.042045,0,0.119030
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,47,4.100000,2,0.000000,0.045763,0,0.162674
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,48,3.900000,2,0.000000,0.042953,0,0.154739
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,51,4.300000,2,0.000000,0.045186,0,0.170610
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,52,3.100000,2,0.000000,0.040347,0,0.122998
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,54,4.100000,2,0.000000,0.046727,0,0.162674
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,55,5.000000,2,0.000000,0.049834,0,0.198383
seed=101__K=5__ts=20260119-040645__git=unknown__cfg=956e20,5,59,3.500000,2,0.000000,0.041687,0,0.138868
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,0,4.300000,2,0.000000,0.042112,0,0.170610
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,1,4.400000,2,0.000000,0.046610,0,0.174577
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,2,3.900000,2,0.000000,0.043205,0,0.154739
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,7,3.900000,2,0.000000,0.044360,0,0.154739
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,8,4.300000,2,0.000000,0.041992,0,0.170610
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,10,3.600000,2,0.000000,0.046205,0,0.142836
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,13,4.600000,2,0.000000,0.043293,0,0.182513
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,16,4.200000,2,0.000000,0.043150,0,0.166642
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,18,3.700000,2,0.000000,0.043081,0,0.146804
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,21,20.800000,8,0.375000,31.191492,1,39.825275
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,26,22.700000,8,0.375000,10.580697,1,43.463160
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,28,22.000000,8,0.375000,33.185385,1,42.122887
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,30,24.000000,8,0.375000,11.037789,1,45.952240
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,36,21.900000,8,0.375000,11.413190,1,41.931419
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,38,22.900000,8,0.375000,10.491225,1,43.846096
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,44,4.000000,2,0.000000,0.041902,0,0.158707
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,46,3.800000,2,0.000000,0.045865,0,0.150771
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,47,4.200000,2,0.000000,0.048454,0,0.166642
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,48,3.100000,2,0.000000,0.040887,0,0.122998
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,49,3.400000,2,0.000000,0.042413,0,0.134901
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,50,3.900000,2,0.000000,0.039885,0,0.154739
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,52,3.900000,2,0.000000,0.045187,0,0.154739
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,55,3.600000,2,0.000000,0.040709,0,0.142836
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,56,4.400000,2,0.000000,0.043064,0,0.174577
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,57,3.700000,2,0.000000,0.043985,0,0.146804
seed=102__K=5__ts=20260119-041654__git=unknown__cfg=ada45b,5,58,3.700000,2,0.000000,0.053364,0,0.146804
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,1,3.400000,2,0.000000,0.043582,0,0.134901
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,4,3.400000,2,0.000000,0.042596,0,0.134901
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,6,2.700000,2,0.000000,0.045030,0,0.107127
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,7,4.700000,2,0.000000,0.044801,0,0.186480
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,10,3.500000,2,0.000000,0.043108,0,0.138868
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,11,4.600000,2,0.000000,0.047545,0,0.182513
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,13,4.200000,2,0.000000,0.044524,0,0.166642
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,18,3.500000,2,0.000000,0.042557,0,0.138868
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,19,3.900000,5,0.000000,0.041253,0,0.154739
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,20,24.500000,8,0.375000,32.354155,1,46.909578
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,22,24.400000,8,0.375000,11.720891,1,46.718111
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,23,24.000000,8,0.375000,4.744388,1,45.952240
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,27,22.200000,8,0.375000,38.832653,1,42.505822
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,29,24.600000,8,0.375000,22.499625,1,47.101046
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,30,21.200000,8,0.375000,11.731434,1,40.591145
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,32,22.300000,8,0.375000,5.248265,1,42.697290
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,37,25.300000,8,0.375000,7.783821,1,48.441320
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,38,21.300000,8,0.375000,20.053605,1,40.782613
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,39,23.300000,8,0.375000,12.008605,1,44.611966
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,41,6.100000,2,0.000000,0.047684,0,0.242028
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,43,5.600000,2,0.000000,0.046326,0,0.222189
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,45,3.000000,2,0.000000,0.043122,0,0.119030
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,46,4.900000,2,0.000000,0.048202,0,0.194416
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,47,4.400000,2,0.000000,0.041611,0,0.174577
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,50,5.300000,2,0.000000,0.052483,0,0.210286
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,51,4.100000,2,0.000000,0.053304,0,0.162674
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,53,5.600000,2,0.000000,0.044634,0,0.222189
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,56,4.600000,2,0.000000,0.042233,0,0.182513
seed=103__K=5__ts=20260119-042702__git=unknown__cfg=e80415,5,57,4.400000,2,0.000000,0.043066,0,0.174577
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,1,4.200000,2,0.000000,0.043652,0,0.166642
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,2,4.200000,2,0.000000,0.042779,0,0.166642
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,3,5.000000,2,0.000000,0.043133,0,0.198383
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,4,3.900000,2,0.000000,0.049407,0,0.154739
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,7,4.100000,2,0.000000,0.041918,0,0.162674
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,9,4.200000,2,0.000000,0.041105,0,0.166642
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,10,4.700000,2,0.000000,0.042900,0,0.186480
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,11,4.600000,2,0.000000,0.042557,0,0.182513
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,12,4.400000,2,0.000000,0.042886,0,0.174577
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,14,3.600000,2,0.000000,0.041131,0,0.142836
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,16,3.800000,2,0.000000,0.042189,0,0.150771
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,17,4.000000,2,0.000000,0.042707,0,0.158707
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,18,4.000000,2,0.000000,0.044834,0,0.158707
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,20,21.400000,8,0.250000,72.504127,1,27.599081
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,22,23.200000,8,0.250000,53.997027,1,29.920499
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,23,22.300000,8,0.250000,42.142257,1,28.759790
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,28,21.200000,8,0.250000,9.865446,1,27.341145
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,29,20.500000,8,0.250000,6.635923,1,26.438372
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,30,21.300000,8,0.250000,25.997121,1,27.470113
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,32,23.500000,8,0.250000,5.211531,1,30.307402
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,34,24.300000,8,0.250000,17.457879,1,31.339143
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,39,21.800000,8,0.250000,10.200580,1,28.114951
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,41,4.200000,2,0.000000,0.049553,0,0.166642
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,42,4.100000,2,0.000000,0.039909,0,0.162674
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,44,4.200000,2,0.000000,0.041457,0,0.166642
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,46,3.000000,2,0.000000,0.047850,0,0.119030
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,47,4.100000,2,0.000000,0.046348,0,0.162674
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,48,3.900000,2,0.000000,0.050787,0,0.154739
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,51,4.300000,2,0.000000,0.041028,0,0.170610
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,52,3.100000,2,0.000000,0.050030,0,0.122998
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,54,4.100000,2,0.000000,0.044672,0,0.162674
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,55,5.000000,2,0.000000,0.047550,0,0.198383
seed=101__K=6__ts=20260119-133429__git=unknown__cfg=0750d7,6,59,3.500000,2,0.000000,0.041264,0,0.138868
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,0,4.300000,2,0.000000,0.043068,0,0.170610
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,1,4.400000,2,0.000000,0.041741,0,0.174577
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,2,3.900000,2,0.000000,0.042902,0,0.154739
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,7,3.900000,2,0.000000,0.042772,0,0.154739
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,8,4.300000,2,0.000000,0.047177,0,0.170610
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,10,3.600000,2,0.000000,0.043034,0,0.142836
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,13,4.600000,2,0.000000,0.041982,0,0.182513
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,16,4.200000,2,0.000000,0.041291,0,0.166642
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,18,3.700000,2,0.000000,0.041150,0,0.146804
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,21,20.800000,8,0.250000,46.604807,1,26.825275
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,26,22.700000,8,0.250000,13.503965,1,29.275660
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,28,22.100000,8,0.250000,32.285495,1,28.501854
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,30,24.100000,8,0.250000,12.259537,1,31.081208
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,36,21.800000,8,0.250000,8.344266,1,28.114951
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,38,22.700000,8,0.250000,6.788586,1,29.275660
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,44,4.000000,2,0.000000,0.042656,0,0.158707
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,46,3.800000,2,0.000000,0.040690,0,0.150771
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,47,4.200000,2,0.000000,0.042279,0,0.166642
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,48,3.100000,2,0.000000,0.040512,0,0.122998
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,49,3.400000,2,0.000000,0.045615,0,0.134901
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,50,3.900000,2,0.000000,0.047831,0,0.154739
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,52,3.900000,2,0.000000,0.042223,0,0.154739
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,55,3.600000,2,0.000000,0.041948,0,0.142836
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,56,4.400000,2,0.000000,0.045434,0,0.174577
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,57,3.700000,2,0.000000,0.041291,0,0.146804
seed=102__K=6__ts=20260119-134437__git=unknown__cfg=699488,6,58,3.700000,2,0.000000,0.065680,0,0.146804
